Accident_Severity,Time,Road_Surface_Conditions,Weather_Conditions,Urban_or_Rural_Area,Number_of_Vehicles
3,"14:35",Dry,"Fine without high winds",1,1
3,"14:40",Dry,"Fine without high winds",1,2
3,"17:38",Dry,"Fine without high winds",1,1
3,"20:30",Dry,"Fine without high winds",1,1
3,"18:20",Dry,"Fine without high winds",1,2
3,"20:29",Dry,"Fine without high winds",1,3
3,"17:15",Dry,"Fine without high winds",1,2
3,"13:25",Wet,"Fine without high winds",1,2
3,"17:20",Dry,"Fine without high winds",1,3
2,"09:30",Wet,"Raining without high winds",1,2
3,"18:30",Dry,"Fine without high winds",1,2
3,"19:03",Dry,"Fine without high winds",1,2
3,"12:55",Dry,"Fine without high winds",1,2
3,"19:10",Dry,"Fine without high winds",1,2
3,"13:05",Dry,"Fine without high winds",1,1
3,"19:05",Dry,"Fine without high winds",1,2
3,"22:45",Dry,"Fine without high winds",1,1
3,"10:57",Dry,"Fine without high winds",1,1
3,"14:40",Dry,"Fine without high winds",1,1
3,"23:24",Dry,"Fine without high winds",1,2
3,"22:20",Dry,"Fine without high winds",1,2
3,"06:42",Dry,"Fine without high winds",1,1
3,"17:20",Dry,"Fine without high winds",1,2
3,"13:30",Dry,"Fine without high winds",1,1
3,"12:10",Dry,"Fine without high winds",1,1
3,"20:05",Dry,"Fine without high winds",1,1
2,"19:33",Dry,"Fine without high winds",1,2
3,"07:40",Dry,"Fine without high winds",1,2
3,"12:05",Dry,"Fine without high winds",1,1
3,"14:50",Dry,"Fine without high winds",1,1
2,"23:11",Dry,"Fine without high winds",1,1
3,"10:37",Dry,"Fine without high winds",1,3
3,"20:00",Dry,"Fine without high winds",1,1
3,"12:45",Dry,"Fine without high winds",1,1
3,"10:15",Dry,"Fine without high winds",1,2
3,"13:15",Dry,"Fine without high winds",1,2
3,"07:55",Wet,"Raining without high winds",1,2
3,"17:00",Dry,"Fine without high winds",1,2
3,"08:25",Dry,"Fine without high winds",1,1
3,"20:02",Dry,"Fine without high winds",1,1
3,"21:15",Wet,"Fine without high winds",1,2
3,"17:10",Dry,"Fine without high winds",1,2
3,"14:55",Dry,"Fine without high winds",1,1
3,"09:10",Dry,"Fine without high winds",1,2
3,"12:30",Dry,"Fine without high winds",1,2
3,"00:19",Dry,"Fine without high winds",1,2
3,"09:29",Dry,"Fine without high winds",1,1
2,"02:30",Dry,"Fine without high winds",1,2
3,"14:03",Dry,"Fine without high winds",1,1
3,"14:55",Dry,"Fine without high winds",1,1
3,"23:15",Dry,"Fine without high winds",1,2
3,"17:25",Dry,"Fine without high winds",1,1
3,"04:27",Dry,"Fine without high winds",1,2
3,"15:10",Dry,"Fine without high winds",1,2
3,"15:30",Dry,"Fine without high winds",1,2
3,"20:07",Dry,"Fine without high winds",1,1
3,"11:35",Dry,"Fine without high winds",1,2
2,"11:19",Dry,"Fine without high winds",1,2
3,"16:05",Dry,"Fine without high winds",1,2
3,"08:01",Dry,"Fine without high winds",1,2
3,"22:30",Dry,"Fine without high winds",1,1
3,"14:25",Dry,"Fine without high winds",1,1
3,"10:00",Dry,"Fine without high winds",1,2
3,"23:40",Dry,"Fine without high winds",1,2
3,"20:34",Dry,"Fine without high winds",1,2
3,"12:25",Dry,"Fine without high winds",1,1
3,"15:45",Dry,"Fine without high winds",1,1
3,"18:20",Dry,"Fine without high winds",1,2
3,"13:09",Wet,"Raining with high winds",1,2
3,"08:50",Dry,"Fine without high winds",1,2
3,"09:00",Dry,"Fine without high winds",1,2
3,"16:25",Dry,"Fine without high winds",1,2
3,"10:55",Dry,"Fine without high winds",1,2
2,"21:12",Dry,"Fine without high winds",1,1
2,"13:47",Dry,"Fine without high winds",1,1
3,"13:30",Dry,"Fine without high winds",1,2
3,"18:30",Dry,"Fine without high winds",1,2
3,"09:00",Dry,"Fine without high winds",1,2
2,"15:40",Dry,"Fine without high winds",1,2
3,"12:41",Dry,"Fine without high winds",1,1
3,"21:00",Dry,"Fine without high winds",1,2
2,"23:47",Dry,"Fine without high winds",1,2
3,"16:50",Dry,"Fine without high winds",1,2
2,"11:21",Dry,"Fine without high winds",1,1
3,"18:10",Dry,"Fine without high winds",1,2
3,"22:25",Dry,"Fine without high winds",1,2
3,"13:00",Dry,"Fine without high winds",1,1
3,"08:35",Dry,"Fine without high winds",1,1
3,"03:07",Dry,"Fine without high winds",1,1
3,"20:30",Dry,"Fine without high winds",1,2
2,"12:20",Dry,"Fine without high winds",1,1
3,"09:16",Dry,"Fine without high winds",1,1
3,"11:01",Dry,"Fine without high winds",1,2
3,"01:00",Dry,"Fine without high winds",1,2
2,"16:15",Dry,"Fine without high winds",1,2
3,"08:49",Dry,"Fine without high winds",1,2
3,"22:44",Dry,"Fine without high winds",1,2
3,"16:20",Dry,"Fine without high winds",1,2
3,"10:14",Dry,"Fine without high winds",1,1
3,"08:49",Dry,"Fine without high winds",1,4
3,"13:30",Dry,"Fine without high winds",1,2
2,"16:30",Wet,"Raining without high winds",1,2
3,"12:10",Wet,"Raining without high winds",1,1
3,"12:48",Dry,"Fine without high winds",1,2
3,"19:00",Wet,"Raining without high winds",1,2
3,"13:28",Wet,"Raining without high winds",1,1
3,"10:15",Dry,"Fine without high winds",1,2
3,"10:00",Wet,"Raining without high winds",1,1
3,"21:26",Wet,"Raining without high winds",1,1
2,"16:10",Dry,"Fine without high winds",1,1
3,"13:42",Wet,"Raining without high winds",1,1
2,"02:19",Wet,"Fine without high winds",1,1
3,"13:10",Dry,"Fine without high winds",1,2
3,"09:10",Dry,"Fine without high winds",1,2
3,"10:45",Wet,"Raining without high winds",1,2
3,"14:08",Dry,"Fine without high winds",1,2
2,"07:35",Dry,"Fine without high winds",1,2
3,"22:00",Dry,"Fine without high winds",1,2
3,"07:45",Dry,"Fine without high winds",1,2
2,"15:04",Dry,"Fine without high winds",1,2
3,"12:53",Dry,"Fine without high winds",1,1
3,"15:50",Dry,"Fine without high winds",1,2
3,"19:50",Wet,"Fine without high winds",1,2
3,"04:30",Dry,"Fine without high winds",1,2
3,"00:35",Dry,"Fine without high winds",1,2
3,"13:08",Dry,"Fine without high winds",1,1
3,"18:50",Dry,"Fine without high winds",1,2
3,"18:00",Dry,"Fine without high winds",1,1
3,"18:14",Dry,"Fine without high winds",1,2
3,"00:48",Dry,"Fine without high winds",1,1
3,"15:30",Dry,"Fine without high winds",1,1
3,"14:52",Dry,"Fine without high winds",1,2
3,"16:20",Dry,"Fine without high winds",1,2
3,"00:37",Dry,"Fine without high winds",1,1
3,"20:25",Dry,"Fine without high winds",1,2
3,"09:40",Dry,"Fine without high winds",1,1
3,"09:15",Dry,"Fine without high winds",1,2
3,"14:14",Dry,"Fine without high winds",1,1
3,"23:15",Dry,"Fine without high winds",1,2
3,"13:30",Dry,"Fine without high winds",1,2
3,"00:01",Dry,"Fine without high winds",1,2
3,"14:35",Wet,"Fine without high winds",1,2
3,"13:20",Dry,"Fine without high winds",1,1
3,"20:30",Dry,"Fine without high winds",1,2
3,"23:40",Dry,"Fine without high winds",1,2
3,"19:00",Dry,"Fine without high winds",1,2
3,"10:15",Wet,"Raining without high winds",1,1
3,"22:42",Dry,"Fine without high winds",1,2
3,"09:15",Dry,"Fine without high winds",1,2
3,"10:41",Dry,"Fine without high winds",1,3
3,"18:05",Dry,"Fine without high winds",1,2
3,"21:00",Dry,"Fine without high winds",1,2
3,"20:30",Dry,"Fine without high winds",1,2
3,"08:45",Dry,"Fine without high winds",1,1
3,"15:55",Dry,"Fine without high winds",1,2
3,"15:50",Dry,"Fine without high winds",1,2
3,"11:30",Dry,"Fine without high winds",1,2
2,"22:20",Dry,"Fine without high winds",1,1
3,"17:15",Dry,"Fine without high winds",1,2
3,"13:46",Dry,"Fine without high winds",1,2
3,"17:05",Dry,"Fine without high winds",1,2
2,"16:11",Dry,"Fine without high winds",1,2
2,"00:45",Wet,"Raining without high winds",1,1
3,"18:20",Dry,"Fine without high winds",1,2
3,"11:55",Dry,"Fine without high winds",1,1
3,"13:50",Dry,"Fine without high winds",1,2
3,"00:57",Dry,"Fine without high winds",1,2
2,"12:53",Wet,"Fine without high winds",1,1
2,"15:43",Dry,"Fine without high winds",1,2
3,"03:29",Dry,"Fine without high winds",1,1
3,"14:43",Dry,"Fine without high winds",1,1
3,"10:40",Dry,"Fine without high winds",1,1
3,"12:10",Dry,"Fine without high winds",1,1
3,"08:52",Dry,"Fine without high winds",1,2
3,"18:15",Dry,"Fine without high winds",1,1
2,"08:19",Dry,"Fine without high winds",1,1
3,"16:20",Dry,"Fine without high winds",1,3
3,"18:30",Dry,"Fine without high winds",1,2
3,"14:16",Dry,"Fine without high winds",1,2
3,"17:19",Dry,"Fine without high winds",1,2
3,"09:03",Dry,"Fine without high winds",1,2
3,"17:00",Dry,"Fine without high winds",1,2
3,"11:20",Wet,"Raining without high winds",1,2
3,"15:25",Dry,"Fine without high winds",1,4
3,"21:14",Wet,"Raining without high winds",1,1
3,"23:20",Wet,"Raining without high winds",1,2
3,"15:50",Dry,"Fine without high winds",1,2
3,"08:04",Dry,"Fine without high winds",1,2
3,"18:00",Dry,"Fine without high winds",1,1
3,"12:10",Dry,"Fine without high winds",1,1
2,"12:15",Dry,"Fine without high winds",1,2
3,"12:40",Dry,"Fine without high winds",1,2
3,"15:30",Dry,"Fine without high winds",1,2
3,"17:15",Dry,"Fine without high winds",1,1
3,"08:26",Wet,"Raining without high winds",1,2
3,"22:02",Dry,"Fine without high winds",1,2
3,"12:15",Dry,"Fine without high winds",1,1
3,"15:03",Dry,"Fine without high winds",1,2
3,"00:09",Dry,"Fine without high winds",1,1
2,"21:50",Wet,"Raining without high winds",1,1
3,"12:15",Dry,"Fine without high winds",1,2
3,"20:59",Dry,"Fine without high winds",1,2
2,"19:30",Dry,"Fine without high winds",1,2
3,"13:05",Dry,"Fine without high winds",1,2
3,"19:45",Dry,"Fine without high winds",1,2
2,"02:50",Dry,"Fine without high winds",1,1
2,"23:54",Dry,"Fine without high winds",1,1
3,"11:30",Dry,"Fine without high winds",1,2
3,"09:15",Dry,"Fine without high winds",1,2
3,"19:55",Dry,"Fine without high winds",1,2
3,"15:07",Dry,"Fine without high winds",1,2
3,"01:45",Dry,"Fine without high winds",1,2
3,"19:00",Dry,"Fine without high winds",1,2
3,"08:16",Dry,"Fine without high winds",1,2
3,"09:53",Dry,"Fine without high winds",1,3
3,"07:12",Dry,"Fine without high winds",1,2
3,"20:49",Dry,"Fine without high winds",1,2
3,"17:12",Dry,"Fine without high winds",1,2
3,"22:25",Dry,"Fine without high winds",1,2
3,"17:10",Dry,"Fine without high winds",1,1
3,"14:12",Dry,"Fine without high winds",1,1
3,"13:00",Dry,"Fine without high winds",1,2
3,"23:26",Dry,"Fine without high winds",1,2
3,"13:29",Dry,"Fine without high winds",1,2
3,"14:38",Dry,"Fine without high winds",1,1
3,"06:45",Dry,"Fine without high winds",1,1
3,"15:43",Wet,"Raining without high winds",1,1
3,"09:26",Dry,"Fine without high winds",1,3
2,"13:30",Dry,"Fine without high winds",1,1
3,"08:40",Dry,"Fine without high winds",1,2
3,"08:30",Dry,"Fine without high winds",1,1
3,"22:55",Dry,"Fine without high winds",1,2
3,"19:10",Wet,"Fine without high winds",1,2
3,"23:55",Dry,"Fine without high winds",1,1
3,"21:44",Dry,"Fine without high winds",1,1
3,"21:30",Wet,"Raining without high winds",1,2
3,"00:14",Dry,"Fine without high winds",1,1
3,"17:53",Dry,"Fine without high winds",1,1
3,"20:02",Dry,"Fine without high winds",1,1
3,"18:05",Dry,"Fine without high winds",1,1
3,"14:00",Dry,"Fine without high winds",1,2
3,"14:20",Dry,"Fine without high winds",1,1
3,"20:12",Dry,"Fine without high winds",1,1
3,"12:55",Dry,"Fine without high winds",1,1
3,"17:10",Dry,"Fine without high winds",1,2
3,"17:10",Dry,"Fine without high winds",1,2
3,"06:30",Wet,"Raining without high winds",1,2
3,"09:30",Dry,"Fine without high winds",1,2
3,"21:31",Wet,"Raining without high winds",1,2
3,"09:20",Dry,"Fine without high winds",1,1
3,"01:05",Dry,"Fine without high winds",1,3
3,"09:00",Dry,"Fine without high winds",1,2
3,"13:00",Dry,"Fine without high winds",1,2
3,"19:15",Dry,"Fine without high winds",1,3
2,"09:44",Dry,"Fine without high winds",1,1
2,"13:38",Dry,"Fine without high winds",1,1
3,"17:25",Dry,"Fine without high winds",1,1
2,"05:55",Dry,"Fine without high winds",1,2
3,"23:52",Dry,"Fine without high winds",1,1
3,"13:54",Dry,"Fine without high winds",1,2
3,"04:00",Dry,"Fine without high winds",1,2
3,"13:14",Dry,"Fine without high winds",1,2
3,"21:01",Dry,"Fine without high winds",1,2
2,"07:29",Dry,"Fine without high winds",1,2
3,"19:00",Dry,"Fine without high winds",1,1
3,"13:54",Dry,"Fine without high winds",1,1
3,"08:20",Dry,"Fine without high winds",1,2
3,"01:25",Dry,"Fine without high winds",1,3
3,"19:20",Wet,"Raining without high winds",1,2
3,"22:30",Dry,"Fine without high winds",1,2
3,"01:42",Dry,"Fine without high winds",1,1
3,"22:23",Wet,"Raining without high winds",1,2
3,"07:30",Wet,"Raining without high winds",1,2
3,"06:45",Dry,"Fine without high winds",1,2
3,"14:50",Dry,"Fine without high winds",1,2
2,"20:43",Dry,"Fine without high winds",1,3
3,"15:25",Dry,"Fine without high winds",1,1
3,"08:10",Dry,"Fine without high winds",1,2
3,"18:30",Dry,"Fine without high winds",1,2
3,"06:30",Dry,"Fine without high winds",1,2
3,"13:25",Dry,"Fine without high winds",1,2
3,"01:54",Dry,"Fine without high winds",1,2
3,"16:20",Dry,"Fine without high winds",1,2
2,"20:45",Dry,"Fine without high winds",1,2
3,"12:40",Dry,"Fine without high winds",1,2
3,"15:12",Dry,"Fine without high winds",1,2
3,"08:25",Dry,"Fine without high winds",1,1
3,"12:40",Dry,"Fine without high winds",1,2
3,"17:40",Dry,"Fine without high winds",1,2
3,"20:30",Dry,"Fine without high winds",1,2
3,"13:09",Dry,"Fine without high winds",1,2
3,"20:22",Dry,"Fine without high winds",1,1
2,"17:28",Wet,"Raining without high winds",1,2
3,"01:38",Dry,"Fine without high winds",1,2
2,"11:25",Dry,"Fine without high winds",1,1
3,"10:50",Dry,"Fine without high winds",1,2
3,"19:40",Wet,"Raining without high winds",1,3
3,"18:36",Wet,"Raining without high winds",1,2
3,"22:19",Dry,"Fine without high winds",1,2
3,"16:50",Dry,"Fine without high winds",1,1
3,"17:23",Wet,"Raining without high winds",1,1
3,"16:00",Dry,"Fine without high winds",1,1
2,"09:41",Dry,"Fine without high winds",1,1
3,"16:11",Wet,"Raining without high winds",1,2
3,"12:50",Dry,"Fine without high winds",1,2
3,"12:30",Dry,"Fine without high winds",1,2
2,"09:38",Dry,"Fine without high winds",1,1
3,"08:30",Dry,"Fine without high winds",1,1
3,"02:47",Dry,"Fine without high winds",1,1
3,"09:25",Dry,"Fine without high winds",1,2
3,"15:00",Dry,"Fine without high winds",1,1
3,"08:46",Dry,"Fine without high winds",1,2
3,"22:00",Dry,"Fine without high winds",1,2
3,"19:05",Dry,"Fine without high winds",1,2
3,"13:10",Dry,"Fine without high winds",1,2
3,"14:10",Dry,"Fine without high winds",1,1
3,"17:00",Wet,"Raining without high winds",1,2
3,"19:20",Dry,"Fine without high winds",1,1
3,"10:00",Dry,"Fine without high winds",1,1
2,"19:28",Wet,"Raining without high winds",1,2
3,"01:29",Dry,"Fine without high winds",1,1
3,"10:50",Dry,"Fine without high winds",1,2
3,"16:00",Wet,"Fine without high winds",1,3
3,"08:45",Dry,"Fine without high winds",1,2
2,"05:35",Dry,"Fine without high winds",1,1
3,"08:50",Dry,"Fine without high winds",1,1
3,"18:00",Dry,"Fine without high winds",1,1
3,"12:36",Dry,"Fine without high winds",1,2
3,"07:52",Dry,"Fine without high winds",1,2
3,"06:15",Wet,"Fog or mist",1,2
3,"14:59",Dry,"Fine without high winds",1,2
2,"13:30",Dry,"Fine without high winds",1,2
3,"22:34",Dry,"Fine without high winds",1,2
3,"16:51",Dry,"Fine without high winds",1,2
3,"09:40",Dry,"Fine without high winds",1,1
3,"22:18",Dry,"Fine without high winds",1,3
2,"00:06",Dry,"Fine without high winds",1,1
3,"16:45",Dry,"Fine without high winds",1,2
3,"00:30",Dry,"Fine without high winds",1,2
3,"15:08",Dry,"Fine without high winds",1,2
3,"15:54",Dry,"Fine without high winds",1,2
3,"18:19",Wet,"Raining without high winds",1,2
3,"08:58",Dry,"Fine without high winds",1,2
3,"13:30",Dry,"Fine without high winds",1,2
3,"03:08",Dry,"Fine without high winds",1,2
3,"13:30",Dry,"Unknown",1,1
3,"19:45",Dry,"Fine without high winds",1,1
3,"08:30",Wet,"Fine without high winds",1,1
3,"15:33",Dry,"Fine without high winds",1,2
3,"23:05",Dry,"Fine without high winds",1,2
3,"20:56",Wet,"Raining without high winds",1,2
3,"10:05",Wet,"Raining without high winds",1,1
3,"17:30",Wet,"Raining without high winds",1,2
3,"14:25",Wet,"Raining without high winds",1,2
2,"16:43",Dry,"Fine without high winds",1,1
3,"16:03",Dry,"Fine without high winds",1,2
3,"20:00",Dry,"Fine without high winds",1,2
3,"13:10",Dry,"Fine without high winds",1,2
3,"08:15",Wet,"Raining without high winds",1,3
2,"14:25",Dry,"Fine without high winds",1,2
3,"17:40",Dry,"Fine without high winds",1,1
3,"10:50",Dry,"Fine without high winds",1,2
3,"19:48",Dry,"Fine without high winds",1,2
3,"15:45",Dry,"Fine without high winds",1,1
3,"19:39",Dry,"Fine without high winds",1,1
3,"16:47",Dry,"Fine without high winds",1,1
3,"11:50",Wet,"Raining without high winds",1,1
3,"02:10",Dry,"Fine without high winds",1,1
3,"09:00",Dry,"Fine without high winds",1,2
3,"08:30",Dry,"Fine without high winds",1,1
3,"18:52",Dry,"Fine without high winds",1,2
3,"19:10",Dry,"Fine without high winds",1,2
2,"17:00",Dry,"Fine without high winds",1,2
3,"14:38",Dry,"Fine without high winds",1,2
3,"18:35",Wet,"Raining without high winds",1,2
3,"18:30",Dry,"Fine without high winds",1,2
3,"12:11",Dry,"Fine without high winds",1,2
3,"10:30",Dry,"Fine without high winds",1,2
3,"15:06",Dry,"Fine without high winds",1,1
3,"23:42",Dry,"Fine without high winds",1,2
3,"19:12",Dry,"Fine without high winds",1,2
3,"02:40",Dry,"Fine without high winds",1,1
3,"12:20",Dry,"Fine without high winds",1,1
3,"13:13",Dry,"Fine without high winds",1,2
3,"23:07",Dry,"Fine without high winds",1,1
2,"09:05",Dry,"Fine without high winds",1,1
3,"20:08",Dry,"Fine without high winds",1,1
3,"10:12",Dry,"Fine without high winds",1,1
3,"09:50",Dry,"Fine without high winds",1,2
2,"16:50",Dry,"Fine without high winds",1,2
3,"15:30",Dry,"Fine without high winds",1,2
3,"08:20",Dry,"Fine without high winds",1,2
3,"22:25",Dry,"Fine without high winds",1,2
2,"17:48",Dry,"Fine without high winds",1,1
3,"09:00",Dry,"Fine without high winds",1,2
3,"19:15",Wet,"Raining without high winds",1,1
2,"12:15",Dry,"Fine without high winds",1,2
2,"06:50",Dry,"Fine without high winds",1,2
3,"10:51",Dry,"Fine without high winds",1,1
3,"08:10",Dry,"Fine without high winds",1,2
3,"19:20",Dry,"Fine without high winds",1,1
3,"17:21",Dry,"Fine without high winds",1,1
3,"08:05",Wet,"Fine without high winds",1,2
3,"20:15",Dry,"Fine without high winds",1,2
3,"02:00",Dry,"Fine without high winds",1,2
3,"01:30",Wet,"Raining without high winds",1,2
3,"15:50",Dry,"Fine without high winds",1,1
3,"20:00",Dry,"Fine without high winds",1,2
3,"11:00",Dry,"Fine without high winds",1,2
3,"12:59",Dry,"Fine without high winds",1,1
2,"05:26",Dry,"Fine without high winds",1,1
3,"12:55",Dry,"Fine without high winds",1,2
3,"17:55",Dry,"Fine without high winds",1,2
3,"16:15",Dry,"Fine without high winds",1,2
2,"07:55",Dry,"Fine without high winds",1,1
3,"17:00",Dry,"Fine without high winds",1,1
3,"22:30",Dry,"Fine without high winds",1,1
3,"08:35",Dry,"Fine without high winds",1,1
2,"08:00",Dry,"Fine without high winds",1,2
3,"13:15",Dry,"Fine without high winds",1,1
3,"13:15",Dry,"Fine without high winds",1,2
3,"23:50",Dry,"Fine without high winds",1,4
2,"19:05",Dry,"Fine without high winds",1,1
3,"14:05",Dry,"Fine without high winds",1,1
2,"20:00",Dry,"Fine without high winds",1,1
3,"16:50",Wet,"Fine without high winds",1,2
3,"12:15",Dry,"Fine without high winds",1,2
3,"19:30",Dry,"Fine without high winds",1,2
3,"17:10",Dry,"Fine without high winds",1,1
3,"05:40",Dry,"Fine without high winds",1,1
2,"09:36",Dry,"Fine without high winds",1,1
3,"12:54",Dry,"Fine without high winds",1,2
3,"20:39",Dry,"Fine without high winds",1,2
3,"08:00",Dry,"Fine without high winds",1,2
3,"18:30",Dry,"Fine without high winds",1,2
3,"14:00",Dry,"Fine without high winds",1,1
3,"06:00",Dry,"Unknown",1,2
3,"04:30",Wet,"Fine without high winds",1,4
3,"06:30",Wet,"Raining without high winds",1,2
3,"14:25",Dry,"Fine without high winds",1,2
3,"08:20",Wet,"Raining without high winds",1,2
3,"16:11",Dry,"Fine without high winds",1,1
3,"01:15",Wet,"Fine without high winds",1,1
3,"09:15",Dry,"Fine without high winds",1,2
3,"20:48",Wet,"Fine without high winds",1,1
2,"00:30",Dry,"Fine without high winds",1,1
3,"06:30",Dry,"Fine without high winds",1,2
3,"20:45",Dry,"Fine without high winds",1,2
3,"02:15",Wet,"Raining without high winds",1,1
3,"19:20",Dry,"Fine without high winds",1,2
3,"08:37",Dry,"Fine without high winds",1,1
3,"17:12",Dry,"Fine without high winds",1,1
3,"12:15",Dry,"Fine without high winds",1,1
3,"18:40",Dry,"Fine without high winds",1,2
3,"19:15",Dry,"Fine without high winds",1,1
3,"04:10",Dry,"Fine without high winds",1,2
3,"18:35",Dry,"Fine without high winds",1,2
3,"09:15",Dry,"Fine without high winds",1,2
3,"08:54",Dry,"Fine without high winds",1,2
2,"12:30",Dry,"Fine without high winds",1,2
3,"12:23",Dry,"Fine without high winds",1,1
3,"19:40",Dry,"Fine without high winds",1,2
3,"01:30",Dry,"Fine without high winds",1,3
3,"09:40",Dry,"Fine without high winds",1,2
3,"22:45",Wet,"Raining without high winds",1,2
3,"09:12",Dry,"Fine without high winds",1,1
3,"10:40",Dry,"Fine without high winds",1,1
3,"23:50",Wet,"Fine without high winds",1,2
3,"13:30",Dry,"Fine without high winds",1,1
3,"11:38",Dry,"Fine without high winds",1,1
3,"07:30",Dry,"Fine without high winds",1,2
3,"09:42",Dry,"Fine without high winds",1,1
3,"12:00",Dry,"Fine without high winds",1,2
3,"09:40",Dry,"Fine without high winds",1,2
2,"02:55",Frost,"Other",1,2
3,"09:25",Wet,"Fine without high winds",1,2
2,"21:00",Dry,"Fine without high winds",1,2
3,"15:20",Dry,"Fine without high winds",1,1
2,"20:45",Dry,"Fine without high winds",1,2
3,"18:50",Dry,"Fine without high winds",1,1
3,"09:10",Dry,"Fine without high winds",1,2
3,"00:01",Dry,"Fine without high winds",1,2
3,"19:40",Dry,"Fine without high winds",1,1
3,"19:00",Dry,"Fine without high winds",1,2
3,"18:55",Dry,"Fine without high winds",1,1
3,"15:45",Dry,"Fine without high winds",1,2
3,"09:09",Dry,"Fine without high winds",1,1
3,"08:55",Frost,"Snowing without high winds",1,2
3,"12:40",Dry,"Fine without high winds",1,2
3,"12:15",Dry,"Fine without high winds",1,2
3,"09:17",Dry,"Fine without high winds",1,2
2,"17:02",Wet,"Raining without high winds",1,2
3,"19:45",Frost,"Unknown",1,2
3,"07:22",Dry,"Fog or mist",1,2
3,"20:00",Dry,"Fine without high winds",1,1
3,"21:10",Frost,"Fine without high winds",1,1
3,"17:06",Wet,"Raining without high winds",1,2
3,"00:35",Frost,"Fine without high winds",1,2
3,"19:18",Wet,"Other",1,2
3,"07:15",Dry,"Other",1,1
3,"06:25",Dry,"Fine without high winds",1,1
2,"21:20",Wet,"Raining without high winds",1,2
2,"13:00",Dry,"Fine without high winds",1,2
3,"08:06",Wet,"Fine without high winds",1,2
3,"17:55",Dry,"Fine without high winds",1,2
3,"17:20",Dry,"Fine without high winds",1,2
2,"10:36",Dry,"Fine without high winds",1,2
3,"19:20",Dry,"Fine without high winds",1,3
3,"10:47",Dry,"Fine without high winds",1,1
3,"17:54",Dry,"Fine without high winds",1,2
3,"13:40",Dry,"Fine without high winds",1,1
2,"06:15",Dry,"Fine without high winds",1,1
3,"17:00",Dry,"Fine without high winds",1,1
3,"08:30",Dry,"Fine without high winds",1,1
3,"09:35",Dry,"Fine without high winds",1,2
2,"20:46",Dry,"Fine without high winds",1,2
2,"19:34",Dry,"Fine without high winds",1,2
3,"14:00",Dry,"Fine without high winds",1,2
3,"19:57",Dry,"Fine without high winds",1,1
3,"13:30",Dry,"Fine without high winds",1,2
3,"10:25",Dry,"Fine without high winds",1,3
3,"18:32",Dry,"Fine without high winds",1,1
3,"17:50",Wet,"Raining without high winds",1,2
3,"17:08",Dry,"Fine without high winds",1,2
3,"09:35",Dry,"Fine without high winds",1,1
3,"03:55",Dry,"Fine without high winds",1,2
2,"20:59",Dry,"Fine without high winds",1,1
3,"00:08",Dry,"Fine without high winds",1,1
3,"20:05",Dry,"Fine without high winds",1,3
3,"10:25",Dry,"Fine without high winds",1,1
2,"01:40",Dry,"Fine without high winds",1,2
3,"08:40",Dry,"Fine without high winds",1,2
3,"17:00",Dry,"Fine without high winds",1,2
3,"21:13",Wet,"Raining without high winds",1,2
3,"17:19",Wet,"Raining without high winds",1,2
3,"12:46",Dry,"Fine without high winds",1,2
3,"22:17",Wet,"Raining without high winds",1,2
3,"14:00",Dry,"Fine without high winds",1,2
3,"14:31",Dry,"Fine without high winds",1,1
3,"21:54",Dry,"Fine without high winds",1,2
3,"09:56",Wet,"Fine without high winds",1,2
3,"18:24",Wet,"Fine without high winds",1,1
3,"14:25",Dry,"Fine without high winds",1,1
3,"12:30",Dry,"Fine without high winds",1,1
3,"16:52",Wet,"Raining without high winds",1,1
3,"21:00",Dry,"Fine without high winds",1,1
3,"08:55",Wet,"Raining without high winds",1,1
3,"18:30",Wet,"Fine without high winds",1,2
3,"12:38",Dry,"Fine without high winds",1,2
3,"07:45",Dry,"Fine without high winds",1,1
3,"09:35",Dry,"Fine without high winds",1,2
3,"19:33",Dry,"Fine without high winds",1,2
3,"20:25",Dry,"Fine without high winds",1,2
3,"16:00",Dry,"Fine without high winds",1,2
3,"10:24",Wet,"Raining without high winds",1,2
3,"21:00",Dry,"Fine without high winds",1,2
2,"12:00",Dry,"Unknown",1,1
2,"09:30",Dry,"Fine without high winds",1,2
3,"09:25",Dry,"Fine without high winds",1,2
3,"17:05",Wet,"Fine without high winds",1,2
2,"16:53",Dry,"Fine without high winds",1,2
3,"10:09",Wet,"Fine without high winds",1,1
2,"13:00",Dry,"Fine without high winds",1,1
2,"16:06",Dry,"Fine without high winds",1,1
3,"18:55",Wet,"Fine without high winds",1,2
3,"21:25",Dry,"Fine without high winds",1,2
3,"15:35",Dry,"Fine without high winds",1,1
3,"17:55",Dry,"Fine without high winds",1,1
3,"18:15",Dry,"Fine without high winds",1,2
3,"17:03",Dry,"Fine without high winds",1,1
3,"10:48",Dry,"Fine without high winds",1,2
3,"11:10",Wet,"Fine without high winds",1,4
3,"13:40",Dry,"Fine without high winds",1,2
3,"17:45",Dry,"Fine without high winds",1,2
3,"23:15",Wet,"Raining without high winds",1,2
3,"20:10",Wet,"Fine without high winds",1,1
3,"08:40",Dry,"Fine without high winds",1,2
3,"13:00",Dry,"Fine without high winds",1,1
3,"17:30",Wet,"Fine with high winds",1,2
3,"13:20",Dry,"Fine without high winds",1,1
3,"17:25",Dry,"Fine without high winds",1,1
3,"19:51",Dry,"Fine without high winds",1,3
